Date,Key,NewCases,NewDeaths,NewMild,NewSevere,NewCritical,CurrentlyMild,CurrentlySevere,CurrentlyCritical
2020-01-14,AE,0,0,0,0,0,0,0,0
2020-01-15,AE,0,0,0,0,0,0,0,0
2020-01-16,AE,0,0,0,0,0,0,0,0
2020-01-17,AE,0,0,0,0,0,0,0,0
2020-01-18,AE,0,0,0,0,0,0,0,0
2020-01-19,AE,0,0,0,0,0,0,0,0
2020-01-20,AE,0,0,0,0,0,0,0,0
2020-01-21,AE,0,0,0,0,0,0,0,0
2020-01-22,AE,0,0,0,0,0,0,0,0
2020-01-23,AE,0,0,0,0,0,0,0,0
2020-01-24,AE,0,0,0,0,0,0,0,0
2020-01-25,AE,0,0,0,0,0,0,0,0
2020-01-26,AE,1,0,1,0,0,1,0,0
2020-01-27,AE,0,0,0,0,0,1,0,0
2020-01-28,AE,0,0,0,0,0,1,0,0
2020-01-29,AE,3,0,2,0,0,3,1,0
2020-01-30,AE,0,0,0,0,0,3,1,0
2020-01-31,AE,0,0,0,0,0,3,1,0
2020-02-01,AE,1,0,1,0,0,4,1,0
2020-02-02,AE,0,0,0,0,0,3,1,0
2020-02-03,AE,0,0,0,0,0,3,1,0
2020-02-04,AE,0,0,0,0,0,3,1,0
2020-02-05,AE,0,0,0,0,0,1,1,0
2020-02-06,AE,0,0,0,0,0,1,1,0
2020-02-07,AE,2,0,2,0,0,2,1,0
2020-02-08,AE,0,0,0,0,0,2,1,0
2020-02-09,AE,0,0,0,0,0,2,1,0
2020-02-10,AE,1,0,1,0,0,2,1,0
2020-02-11,AE,0,0,0,0,0,2,1,0
2020-02-12,AE,0,0,0,0,0,2,1,0
2020-02-13,AE,0,0,0,0,0,2,0,0
2020-02-14,AE,0,0,0,0,0,1,0,0
2020-02-15,AE,0,0,0,0,0,1,0,0
2020-02-16,AE,1,0,1,0,0,2,1,0
2020-02-17,AE,0,0,0,0,0,1,1,0
2020-02-18,AE,0,0,0,0,0,1,1,0
2020-02-19,AE,0,0,0,0,0,1,0,0
2020-02-20,AE,0,0,0,0,0,1,0,0
2020-02-21,AE,2,0,2,0,0,2,1,0
2020-02-22,AE,2,0,2,0,0,4,1,0
2020-02-23,AE,0,0,0,0,0,3,1,0
2020-02-24,AE,0,0,0,0,0,3,1,0
2020-02-25,AE,0,0,0,0,0,3,1,0
2020-02-26,AE,0,0,0,0,0,3,1,0
2020-02-27,AE,6,0,5,1,0,8,2,1
2020-02-28,AE,0,0,0,0,0,6,2,1
2020-02-29,AE,2,0,2,0,0,6,2,1
2020-03-01,AE,0,0,0,0,0,6,2,1
2020-03-03,AE,6,0,5,1,0,11,3,1
2020-03-05,AE,2,0,2,0,0,13,3,1
2020-03-07,AE,16,0,13,2,1,26,5,2
2020-03-09,AE,14,0,11,2,1,32,7,2
2020-03-10,AE,15,0,12,2,1,44,9,3
2020-03-12,AE,11,0,9,2,1,51,11,4
2020-03-14,AE,0,0,0,0,0,51,11,4
2020-03-15,AE,1,0,1,0,0,47,11,4
2020-03-16,AE,12,0,10,2,1,55,12,4
2020-03-17,AE,15,0,12,2,1,54,14,5
2020-03-18,AE,0,0,0,0,0,43,14,5
2020-03-19,AE,27,0,22,4,1,53,18,6
2020-03-20,AE,0,0,0,0,0,44,17,6
2020-03-21,AE,13,2,10,2,1,54,19,7
2020-03-22,AE,0,0,0,0,0,54,16,7
2020-03-23,AE,45,0,36,7,2,80,21,9
2020-03-24,AE,50,0,40,8,2,108,26,11
2020-03-25,AE,85,0,68,13,4,176,37,14
2020-03-26,AE,0,0,0,0,0,154,37,14
2020-03-27,AE,72,0,58,11,4,212,48,17
2020-03-28,AE,63,0,50,9,3,252,56,19
2020-03-29,AE,0,0,0,0,0,252,53,19
2020-03-30,AE,143,3,114,21,7,330,75,26
2020-03-31,AE,53,1,42,8,3,333,79,28
2020-04-01,AE,0,0,0,0,0,265,79,28
2020-04-02,AE,360,2,288,54,18,553,131,46
2020-04-03,AE,0,0,0,0,0,495,131,44
2020-04-04,AE,481,2,385,72,24,830,196,68
2020-04-05,AE,294,0,235,44,15,1065,233,82
2020-04-06,AE,277,1,222,42,14,1172,261,96
2020-04-07,AE,283,1,226,42,14,1356,304,108
2020-04-08,AE,300,0,240,45,15,1596,338,121
2020-04-09,AE,331,2,265,50,17,1573,378,133
2020-04-10,AE,370,2,296,56,18,1869,434,151
2020-04-11,AE,376,4,301,56,19,1785,469,167
2020-04-12,AE,387,2,310,58,19,1859,519,183
2020-04-13,AE,398,3,318,60,20,1956,579,203
2020-04-14,AE,412,3,330,62,21,2059,586,216
2020-04-15,AE,432,5,346,65,22,2165,651,235
2020-04-16,AE,460,0,368,69,23,2268,648,258
2020-04-17,AE,0,2,0,0,0,1972,604,240
2020-04-18,AE,477,2,382,72,24,2053,634,264
2020-04-19,AE,479,4,383,72,24,2126,663,264
2020-04-20,AE,484,2,387,73,24,2195,691,273
2020-04-21,AE,490,3,392,74,24,2258,715,284
2020-04-22,AE,483,6,386,72,24,2298,732,294
2020-04-23,AE,518,4,414,78,26,2345,753,305
2020-04-24,AE,525,8,420,79,26,2765,774,315
2020-04-25,AE,532,0,426,80,27,2809,794,323
2020-04-26,AE,536,12,429,80,27,2854,812,331
2020-04-27,AE,490,6,392,74,24,2859,821,336
2020-04-28,AE,541,7,433,81,27,2900,833,343
2020-04-29,AE,549,9,439,82,27,2953,916,350
2020-04-30,AE,552,7,442,83,28,2980,927,356
2020-05-01,AE,557,6,446,84,28,3006,939,361
2020-05-02,AE,561,8,449,84,28,3029,950,389
2020-05-03,AE,564,7,451,85,28,3051,961,393
2020-05-04,AE,567,11,454,85,28,3113,974,397
2020-05-05,AE,462,9,370,69,23,3050,965,396
2020-05-06,AE,546,11,437,82,27,3047,969,399
2020-05-07,AE,502,8,402,75,25,3007,964,400
2020-05-08,AE,553,9,442,83,28,3004,967,402
2020-05-09,AE,624,11,499,94,31,3054,987,407
2020-05-10,AE,781,13,625,117,39,3228,1023,419
2020-05-11,AE,680,3,544,102,34,3318,1042,426
2020-05-12,AE,783,2,626,117,39,3575,1077,441
2020-05-13,AE,725,3,580,109,36,3718,1102,450
2020-01-14,AF,0,0,0,0,0,0,0,0
2020-01-15,AF,0,0,0,0,0,0,0,0
2020-01-16,AF,0,0,0,0,0,0,0,0
2020-01-17,AF,0,0,0,0,0,0,0,0
2020-01-18,AF,0,0,0,0,0,0,0,0
2020-01-19,AF,0,0,0,0,0,0,0,0
2020-01-20,AF,0,0,0,0,0,0,0,0
2020-01-21,AF,0,0,0,0,0,0,0,0
2020-01-22,AF,0,0,0,0,0,0,0,0
2020-01-23,AF,0,0,0,0,0,0,0,0
2020-01-24,AF,0,0,0,0,0,0,0,0
2020-01-25,AF,0,0,0,0,0,0,0,0
2020-01-26,AF,0,0,0,0,0,0,0,0
2020-01-27,AF,0,0,0,0,0,0,0,0
2020-01-28,AF,0,0,0,0,0,0,0,0
2020-01-29,AF,0,0,0,0,0,0,0,0
2020-01-30,AF,0,0,0,0,0,0,0,0
2020-01-31,AF,0,0,0,0,0,0,0,0
2020-02-01,AF,0,0,0,0,0,0,0,0
2020-02-02,AF,0,0,0,0,0,0,0,0
2020-02-03,AF,0,0,0,0,0,0,0,0
2020-02-04,AF,0,0,0,0,0,0,0,0
2020-02-05,AF,0,0,0,0,0,0,0,0
2020-02-06,AF,0,0,0,0,0,0,0,0
2020-02-07,AF,0,0,0,0,0,0,0,0
2020-02-08,AF,0,0,0,0,0,0,0,0
2020-02-09,AF,0,0,0,0,0,0,0,0
2020-02-10,AF,0,0,0,0,0,0,0,0
2020-02-11,AF,0,0,0,0,0,0,0,0
2020-02-12,AF,0,0,0,0,0,0,0,0
2020-02-13,AF,0,0,0,0,0,0,0,0
2020-02-14,AF,0,0,0,0,0,0,0,0
2020-02-15,AF,0,0,0,0,0,0,0,0
2020-02-16,AF,0,0,0,0,0,0,0,0
2020-02-17,AF,0,0,0,0,0,0,0,0
2020-02-18,AF,0,0,0,0,0,0,0,0
2020-02-19,AF,0,0,0,0,0,0,0,0
2020-02-20,AF,0,0,0,0,0,0,0,0
2020-02-21,AF,0,0,0,0,0,0,0,0
2020-02-22,AF,0,0,0,0,0,0,0,0
2020-02-23,AF,0,0,0,0,0,0,0,0
2020-02-24,AF,1,0,1,0,0,1,0,0
2020-02-25,AF,0,0,0,0,0,1,0,0
2020-02-26,AF,0,0,0,0,0,1,0,0
2020-02-27,AF,0,0,0,0,0,1,0,0
2020-02-28,AF,0,0,0,0,0,1,0,0
2020-02-29,AF,0,0,0,0,0,1,0,0
2020-03-01,AF,0,0,0,0,0,1,0,0
2020-03-07,AF,3,0,2,0,0,2,1,0
2020-03-10,AF,3,0,2,0,0,5,1,0
2020-03-14,AF,3,0,2,0,0,7,1,0
2020-03-15,AF,6,0,5,1,0,12,2,1
2020-03-16,AF,5,0,4,1,0,16,3,1
2020-03-17,AF,1,0,1,0,0,17,3,1
2020-03-18,AF,0,0,0,0,0,17,3,1
2020-03-19,AF,0,0,0,0,0,14,3,1
2020-03-20,AF,2,0,2,0,0,14,3,1
2020-03-21,AF,0,0,0,0,0,11,3,1
2020-03-22,AF,10,0,8,2,0,14,5,2
2020-03-23,AF,6,1,5,1,0,15,6,2
2020-03-24,AF,2,0,2,0,0,16,6,2
2020-03-25,AF,33,0,26,5,2,42,10,4
2020-03-26,AF,0,0,0,0,0,42,10,4
2020-03-27,AF,16,1,13,2,1,54,11,4
2020-03-28,AF,15,1,12,2,1,66,13,5
2020-03-29,AF,8,1,6,1,0,64,14,5
2020-03-30,AF,27,0,22,4,1,81,18,6
2020-03-31,AF,25,0,20,4,1,99,22,7
2020-04-01,AF,26,0,21,4,1,94,25,8
2020-04-02,AF,43,0,34,6,2,128,32,11
2020-04-03,AF,0,0,0,0,0,115,30,11
2020-04-04,AF,35,1,28,5,2,131,34,12
2020-04-05,AF,29,2,23,4,1,148,39,14
2020-04-06,AF,38,0,30,6,2,157,39,15
2020-04-07,AF,30,4,24,4,2,161,44,16
2020-04-08,AF,56,3,45,8,3,185,50,19
2020-04-09,AF,61,1,49,9,3,199,57,20
2020-04-10,AF,37,0,30,6,2,229,61,22
2020-04-11,AF,34,3,27,5,2,228,62,23
2020-04-12,AF,52,0,42,8,3,246,66,25
2020-04-13,AF,58,3,46,9,3,262,71,28
2020-04-14,AF,49,2,39,7,2,278,72,29
2020-04-15,AF,70,2,56,10,4,289,82,31
2020-04-16,AF,10,4,8,2,0,248,79,30
2020-04-17,AF,51,1,41,8,3,259,82,31
2020-04-18,AF,63,0,50,9,3,282,86,34
2020-04-19,AF,88,3,70,13,4,311,94,36
2020-04-20,AF,35,2,28,5,2,293,91,37
2020-04-21,AF,61,1,49,9,3,302,91,38
2020-04-22,AF,84,4,67,13,4,314,98,40
2020-04-23,AF,105,2,84,16,5,390,109,43
2020-04-24,AF,70,1,56,10,4,405,112,43
2020-04-25,AF,112,4,90,17,6,444,120,47
2020-04-26,AF,68,10,54,10,3,428,123,49
2020-04-27,AF,172,0,138,26,9,538,138,55
2020-04-28,AF,124,3,99,19,6,588,155,58
2020-04-29,AF,122,0,98,18,6,618,166,62
2020-04-30,AF,222,4,178,33,11,712,189,69
2020-05-01,AF,164,4,131,25,8,787,201,77
2020-05-02,AF,134,4,107,20,7,805,216,81
2020-05-03,AF,235,13,188,35,12,938,242,90
2020-05-04,AF,190,5,152,28,10,953,258,95
2020-05-05,AF,330,5,264,50,16,1118,291,110
2020-05-06,AF,168,9,134,25,8,1154,306,115
2020-05-07,AF,171,2,137,26,9,1114,315,119
2020-05-08,AF,215,3,172,32,11,1154,337,125
2020-05-09,AF,255,6,204,38,13,1251,350,134
2020-05-10,AF,369,5,295,55,18,1358,386,147
2020-05-11,AF,285,2,228,43,14,1434,411,158
2020-05-12,AF,280,5,224,42,14,1394,419,163
2020-05-13,AF,259,3,207,39,13,1467,434,170
2020-01-14,AM,0,0,0,0,0,0,0,0
2020-01-15,AM,0,0,0,0,0,0,0,0
2020-01-16,AM,0,0,0,0,0,0,0,0
2020-01-17,AM,0,0,0,0,0,0,0,0
2020-01-18,AM,0,0,0,0,0,0,0,0
2020-01-19,AM,0,0,0,0,0,0,0,0
2020-01-20,AM,0,0,0,0,0,0,0,0
2020-01-21,AM,0,0,0,0,0,0,0,0
2020-01-22,AM,0,0,0,0,0,0,0,0
2020-01-23,AM,0,0,0,0,0,0,0,0
2020-01-24,AM,0,0,0,0,0,0,0,0
2020-01-25,AM,0,0,0,0,0,0,0,0
2020-01-26,AM,0,0,0,0,0,0,0,0
2020-01-27,AM,0,0,0,0,0,0,0,0
2020-01-28,AM,0,0,0,0,0,0,0,0
2020-01-29,AM,0,0,0,0,0,0,0,0
2020-01-30,AM,0,0,0,0,0,0,0,0
2020-01-31,AM,0,0,0,0,0,0,0,0
2020-02-01,AM,0,0,0,0,0,0,0,0
2020-02-02,AM,0,0,0,0,0,0,0,0
2020-02-03,AM,0,0,0,0,0,0,0,0
2020-02-04,AM,0,0,0,0,0,0,0,0
2020-02-05,AM,0,0,0,0,0,0,0,0
2020-02-06,AM,0,0,0,0,0,0,0,0
2020-02-07,AM,0,0,0,0,0,0,0,0
2020-02-08,AM,0,0,0,0,0,0,0,0
2020-02-09,AM,0,0,0,0,0,0,0,0
2020-02-10,AM,0,0,0,0,0,0,0,0
2020-02-11,AM,0,0,0,0,0,0,0,0
2020-02-12,AM,0,0,0,0,0,0,0,0
2020-02-13,AM,0,0,0,0,0,0,0,0
2020-02-14,AM,0,0,0,0,0,0,0,0
2020-02-15,AM,0,0,0,0,0,0,0,0
2020-02-16,AM,0,0,0,0,0,0,0,0
2020-02-17,AM,0,0,0,0,0,0,0,0
2020-02-18,AM,0,0,0,0,0,0,0,0
2020-02-19,AM,0,0,0,0,0,0,0,0
2020-02-20,AM,0,0,0,0,0,0,0,0
2020-02-21,AM,0,0,0,0,0,0,0,0
2020-02-22,AM,0,0,0,0,0,0,0,0
2020-02-23,AM,0,0,0,0,0,0,0,0
2020-02-24,AM,0,0,0,0,0,0,0,0
2020-02-25,AM,0,0,0,0,0,0,0,0
2020-02-26,AM,0,0,0,0,0,0,0,0
2020-02-27,AM,0,0,0,0,0,0,0,0
2020-02-28,AM,0,0,0,0,0,0,0,0
2020-02-29,AM,1,0,1,0,0,1,0,0
2020-03-01,AM,0,0,0,0,0,1,0,0
2020-03-11,AM,3,0,2,0,0,3,1,0
2020-03-12,AM,2,0,2,0,0,5,1,0
2020-03-13,AM,7,0,6,1,0,10,2,1
2020-03-14,AM,7,0,6,1,0,16,3,1
2020-03-15,AM,10,0,8,2,0,24,4,2
2020-03-16,AM,22,0,18,3,1,41,8,3
2020-03-17,AM,26,0,21,4,1,62,12,4
2020-03-18,AM,37,0,30,6,2,89,17,6
2020-03-19,AM,7,0,6,1,0,93,18,6
2020-03-20,AM,14,0,11,2,1,98,20,7
2020-03-21,AM,24,0,19,4,1,112,24,8
2020-03-22,AM,30,0,24,4,2,128,28,10
2020-03-23,AM,4,0,3,1,0,114,29,10
2020-03-24,AM,71,0,57,11,4,150,39,13
2020-03-25,AM,25,0,20,4,1,140,42,14
2020-03-26,AM,39,1,31,6,2,166,46,16
2020-03-27,AM,43,0,34,6,2,189,51,18
2020-03-28,AM,52,2,42,8,3,211,56,21
2020-03-29,AM,0,0,0,0,0,187,52,20
2020-03-30,AM,58,0,46,9,3,230,55,23
2020-03-31,AM,50,0,40,8,2,214,62,24
2020-04-01,AM,39,0,31,6,2,225,65,25
2020-04-02,AM,92,1,74,14,5,267,75,27
2020-04-03,AM,73,3,58,11,4,291,82,31
2020-04-04,AM,34,0,27,5,2,277,86,32
2020-04-05,AM,52,0,42,8,3,318,84,33
2020-04-06,AM,11,1,9,2,1,281,81,32
2020-04-07,AM,20,0,16,3,1,257,79,33
2020-04-08,AM,28,1,22,4,1,248,76,31
2020-04-09,AM,40,1,32,6,2,206,75,32
2020-04-10,AM,16,1,13,2,1,161,77,30
2020-04-11,AM,30,2,24,4,2,158,73,30
2020-04-12,AM,46,0,37,7,2,153,72,29
2020-04-13,AM,26,1,21,4,1,165,70,31
2020-04-14,AM,72,3,58,11,4,206,67,31
2020-04-15,AM,48,1,38,7,2,222,63,31
2020-04-16,AM,42,1,34,6,2,224,65,31
2020-04-17,AM,47,1,38,7,2,249,64,29
2020-04-18,AM,43,0,34,6,2,259,69,28
2020-04-19,AM,48,2,38,7,2,261,73,28
2020-04-20,AM,62,2,50,9,3,290,78,29
2020-04-21,AM,72,0,58,11,4,290,83,32
2020-04-22,AM,50,0,40,8,2,291,88,33
2020-04-23,AM,73,3,58,11,4,316,94,36
2020-04-24,AM,81,1,65,12,4,343,100,38
2020-04-25,AM,69,0,55,10,3,364,106,40
2020-04-26,AM,62,1,50,9,3,375,105,42
2020-04-27,AM,59,1,47,9,3,373,106,43
2020-04-28,AM,65,0,52,10,3,367,110,45
2020-04-29,AM,0,0,0,0,0,327,103,41
2020-04-30,AM,134,2,107,20,7,376,116,45
2020-05-01,AM,82,1,66,12,4,377,121,47
2020-05-02,AM,125,0,100,19,6,422,131,51
2020-05-03,AM,113,2,90,17,6,462,137,55
2020-05-04,AM,121,4,97,18,6,512,148,58
2020-05-05,AM,112,1,90,17,6,550,153,61
2020-05-06,AM,163,0,130,24,8,680,166,65
2020-05-07,AM,102,2,82,15,5,654,171,68
2020-05-08,AM,145,1,116,22,7,705,183,72
2020-05-09,AM,146,1,117,22,7,722,196,75
2020-05-10,AM,138,1,110,21,7,742,207,78
2020-05-11,AM,79,1,63,12,4,708,219,79
2020-05-12,AM,146,1,117,22,7,735,221,84
2020-05-13,AM,180,1,144,27,9,749,236,89
2020-01-14,AT,0,0,0,0,0,0,0,0
2020-01-15,AT,0,0,0,0,0,0,0,0
2020-01-16,AT,0,0,0,0,0,0,0,0
2020-01-17,AT,0,0,0,0,0,0,0,0
2020-01-18,AT,0,0,0,0,0,0,0,0
2020-01-19,AT,0,0,0,0,0,0,0,0
2020-01-20,AT,0,0,0,0,0,0,0,0
2020-01-21,AT,0,0,0,0,0,0,0,0
2020-01-22,AT,0,0,0,0,0,0,0,0
2020-01-23,AT,0,0,0,0,0,0,0,0
2020-01-24,AT,0,0,0,0,0,0,0,0
2020-01-25,AT,0,0,0,0,0,0,0,0
2020-01-26,AT,0,0,0,0,0,0,0,0
2020-01-27,AT,0,0,0,0,0,0,0,0
2020-01-28,AT,0,0,0,0,0,0,0,0
2020-01-29,AT,0,0,0,0,0,0,0,0
2020-01-30,AT,0,0,0,0,0,0,0,0
2020-01-31,AT,0,0,0,0,0,0,0,0
2020-02-01,AT,0,0,0,0,0,0,0,0
2020-02-02,AT,0,0,0,0,0,0,0,0
2020-02-03,AT,0,0,0,0,0,0,0,0
2020-02-04,AT,0,0,0,0,0,0,0,0
2020-02-05,AT,0,0,0,0,0,0,0,0
2020-02-06,AT,0,0,0,0,0,0,0,0
2020-02-07,AT,0,0,0,0,0,0,0,0
2020-02-08,AT,0,0,0,0,0,0,0,0
2020-02-09,AT,0,0,0,0,0,0,0,0
2020-02-10,AT,0,0,0,0,0,0,0,0
2020-02-11,AT,0,0,0,0,0,0,0,0
2020-02-12,AT,0,0,0,0,0,0,0,0
2020-02-13,AT,0,0,0,0,0,0,0,0
2020-02-14,AT,0,0,0,0,0,0,0,0
2020-02-15,AT,0,0,0,0,0,0,0,0
2020-02-16,AT,0,0,0,0,0,0,0,0
2020-02-17,AT,0,0,0,0,0,0,0,0
2020-02-18,AT,0,0,0,0,0,0,0,0
2020-02-19,AT,0,0,0,0,0,0,0,0
2020-02-20,AT,0,0,0,0,0,0,0,0
2020-02-21,AT,0,0,0,0,0,0,0,0
2020-02-22,AT,0,0,0,0,0,0,0,0
2020-02-23,AT,0,0,0,0,0,0,0,0
2020-02-24,AT,0,0,0,0,0,0,0,0
2020-02-25,AT,2,0,2,0,0,2,0,0
2020-02-26,AT,0,0,0,0,0,2,0,0
2020-02-27,AT,3,0,2,0,0,4,1,0
2020-02-28,AT,2,0,2,0,0,6,1,0
2020-02-29,AT,3,0,2,0,0,8,2,0
2020-03-01,AT,4,0,3,1,0,11,2,1
2020-03-02,AT,4,0,3,1,0,14,3,1
2020-03-03,AT,6,0,5,1,0,18,4,1
2020-03-04,AT,5,0,4,1,0,22,4,1
2020-03-05,AT,12,0,10,2,1,29,6,2
2020-03-06,AT,33,0,26,5,2,54,11,4
2020-03-07,AT,25,0,20,4,1,71,15,5
2020-03-08,AT,3,0,2,0,0,70,15,5
2020-03-09,AT,29,0,23,4,1,90,19,7
2020-03-10,AT,51,0,41,8,3,126,27,9
2020-03-11,AT,64,0,51,10,3,174,36,12
2020-03-12,AT,115,1,92,17,6,256,53,18
2020-03-13,AT,143,0,114,21,7,344,74,25
2020-03-14,AT,151,0,121,23,8,445,96,32
2020-03-15,AT,205,0,164,31,10,606,125,42
2020-03-16,AT,156,2,125,23,8,708,148,50
2020-03-17,AT,316,0,253,47,16,920,194,66
2020-03-18,AT,314,1,251,47,16,1120,236,81
2020-03-19,AT,550,2,440,82,28,1468,315,108
2020-03-20,AT,453,0,362,68,23,1716,382,130
2020-03-21,AT,375,2,300,56,19,1895,434,148
2020-03-22,AT,607,8,486,91,30,2217,517,177
2020-03-23,AT,855,9,684,128,43,2776,636,219
2020-03-24,AT,796,5,637,119,40,3160,738,258
2020-03-25,AT,606,4,485,91,30,3394,808,285
2020-03-26,AT,1141,18,913,171,57,3866,956,339
2020-03-27,AT,668,16,534,100,33,4038,1026,367
2020-03-28,AT,594,0,475,89,30,4214,1091,389
2020-03-29,AT,522,18,418,78,26,4146,1122,408
2020-03-30,AT,805,22,644,121,40,4106,1196,438
2020-03-31,AT,564,20,451,85,28,3920,1198,458
2020-04-01,AT,529,18,423,79,26,3858,1209,469
2020-04-02,AT,418,12,334,63,21,3280,1216,474
2020-04-03,AT,396,10,317,59,20,3062,1184,466
2020-04-04,AT,241,18,193,36,12,2780,1092,456
2020-04-05,AT,217,18,174,33,11,2536,1005,448
2020-04-06,AT,314,16,251,47,16,2143,961,433
2020-04-07,AT,343,23,274,51,17,1966,842,408
2020-04-08,AT,329,30,263,49,16,1806,791,384
2020-04-09,AT,279,22,223,42,14,1695,744,368
2020-04-10,AT,312,24,250,47,16,1628,712,327
2020-04-11,AT,247,18,198,37,12,1633,628,306
2020-04-12,AT,130,13,104,20,6,1563,563,282
2020-04-13,AT,106,18,85,16,5,1397,500,262
2020-04-14,AT,191,16,153,29,10,1275,466,231
2020-04-15,AT,136,9,109,20,7,1121,427,209
2020-04-16,AT,78,17,62,12,4,960,402,187
2020-04-17,AT,155,21,124,23,8,834,393,174
2020-04-18,AT,59,12,47,9,3,684,355,157
2020-04-19,AT,48,9,38,7,2,618,310,147
2020-04-20,AT,73,10,58,11,4,592,272,140
2020-04-21,AT,50,1,40,8,2,479,238,127
2020-04-22,AT,91,31,73,14,5,443,205,114
2020-04-23,AT,61,14,49,9,3,430,177,101
2020-04-24,AT,83,5,66,12,4,372,170,91
2020-04-25,AT,66,23,53,10,3,378,164,79
2020-04-26,AT,55,6,44,8,3,383,143,69
2020-04-27,AT,67,7,54,10,3,378,133,66
2020-04-28,AT,58,20,46,9,3,385,130,64
2020-04-29,AT,50,11,40,8,2,352,114,56
2020-04-30,AT,60,4,48,9,3,351,114,53
2020-05-01,AT,34,5,27,5,2,312,112,51
2020-05-02,AT,12,7,10,2,1,269,103,43
2020-05-03,AT,68,2,54,10,3,279,106,44
2020-05-04,AT,31,2,25,5,2,250,97,43
2020-05-05,AT,17,6,14,3,1,218,90,40
2020-05-06,AT,65,2,52,10,3,230,87,41
2020-05-07,AT,22,1,18,3,1,199,81,37
2020-05-08,AT,62,5,50,9,3,222,82,38
2020-05-09,AT,42,1,34,6,2,246,78,35
2020-05-10,AT,10,3,8,2,0,199,71,33
2020-05-11,AT,87,2,70,13,4,244,76,34
2020-05-12,AT,36,3,29,5,2,259,73,33
2020-05-13,AT,54,1,43,8,3,250,76,33
2020-01-14,AU,0,0,0,0,0,0,0,0
2020-01-15,AU,0,0,0,0,0,0,0,0
2020-01-16,AU,0,0,0,0,0,0,0,0
2020-01-17,AU,0,0,0,0,0,0,0,0
2020-01-18,AU,0,0,0,0,0,0,0,0
2020-01-19,AU,0,0,0,0,0,0,0,0
2020-01-20,AU,0,0,0,0,0,0,0,0
2020-01-21,AU,0,0,0,0,0,0,0,0
2020-01-22,AU,0,0,0,0,0,0,0,0
2020-01-23,AU,0,0,0,0,0,0,0,0
2020-01-24,AU,1,0,1,0,0,1,0,0
2020-01-25,AU,3,0,2,0,0,3,1,0
2020-01-26,AU,0,0,0,0,0,3,1,0
2020-01-27,AU,0,0,0,0,0,3,1,0
2020-01-28,AU,0,0,0,0,0,3,1,0
2020-01-29,AU,2,0,2,0,0,5,1,0
2020-01-30,AU,1,0,1,0,0,6,1,0
2020-01-31,AU,2,0,2,0,0,6,1,0
2020-02-01,AU,2,0,2,0,0,6,2,1
2020-02-02,AU,0,0,0,0,0,6,2,1
2020-02-03,AU,0,0,0,0,0,6,2,1
2020-02-04,AU,1,0,1,0,0,6,2,1
2020-02-05,AU,1,0,1,0,0,6,2,1
2020-02-06,AU,1,0,1,0,0,6,1,1
2020-02-07,AU,0,0,0,0,0,4,1,1
2020-02-08,AU,0,0,0,0,0,2,1,1
2020-02-09,AU,0,0,0,0,0,2,1,1
2020-02-10,AU,0,0,0,0,0,2,1,1
2020-02-11,AU,0,0,0,0,0,2,1,1
2020-02-12,AU,0,0,0,0,0,1,1,1
2020-02-13,AU,1,0,1,0,0,1,1,0
2020-02-14,AU,0,0,0,0,0,1,1,0
2020-02-15,AU,0,0,0,0,0,1,1,0
2020-02-16,AU,0,0,0,0,0,1,0,0
2020-02-17,AU,0,0,0,0,0,1,0,0
2020-02-18,AU,0,0,0,0,0,1,0,0
2020-02-19,AU,0,0,0,0,0,1,0,0
2020-02-20,AU,2,0,2,0,0,2,0,0
2020-02-21,AU,4,0,3,1,0,5,1,0
2020-02-22,AU,1,0,1,0,0,6,1,0
2020-02-23,AU,0,0,0,0,0,6,1,0
2020-02-24,AU,0,0,0,0,0,6,1,0
2020-02-25,AU,0,0,0,0,0,6,1,0
2020-02-26,AU,1,0,1,0,0,6,1,0
2020-02-27,AU,0,0,0,0,0,5,1,0
2020-02-28,AU,2,0,2,0,0,3,1,1
2020-02-29,AU,1,1,1,0,0,3,2,1
2020-03-01,AU,3,0,2,0,0,6,2,1
2020-03-02,AU,4,0,3,1,0,9,3,1
2020-03-03,AU,8,0,6,1,0,15,4,1
2020-03-04,AU,11,1,9,2,1,23,5,2
2020-03-05,AU,7,0,6,1,0,29,6,2
2020-03-06,AU,4,0,3,1,0,30,6,2
2020-03-07,AU,11,1,9,2,1,38,8,3
2020-03-08,AU,6,0,5,1,0,41,9,3
2020-03-09,AU,20,0,16,3,1,54,12,4
2020-03-10,AU,12,0,10,2,1,57,13,4
2020-03-11,AU,14,0,11,2,1,59,15,5
2020-03-12,AU,30,0,24,4,2,78,20,7
2020-03-13,AU,41,0,33,6,2,107,25,9
2020-03-14,AU,52,0,42,8,3,140,32,11
2020-03-15,AU,49,2,39,7,2,174,39,14
2020-03-16,AU,77,0,62,12,4,220,48,17
2020-03-17,AU,79,0,63,12,4,274,59,21
2020-03-18,AU,111,1,89,17,6,351,75,26
2020-03-19,AU,144,0,115,22,7,442,95,33
2020-03-20,AU,165,1,132,25,8,542,119,41
2020-03-21,AU,224,0,179,34,11,679,150,52
2020-03-22,AU,611,0,489,92,31,1129,240,82
2020-03-23,AU,114,0,91,17,6,1158,255,87
2020-03-24,AU,600,1,480,90,30,1575,340,116
2020-03-25,AU,376,3,301,56,19,1787,390,134
2020-03-26,AU,367,2,294,55,18,1966,438,152
