date,key,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-04-14,AE,-62,-31,-74,-78,-55,30
2020-04-14,AF,-48,-32,-14,-52,-42,15
2020-04-14,AG,-74,-52,-59,-81,-75,
2020-04-14,AO,-52,-35,-40,-57,-51,27
2020-04-14,AR,-81,-31,-70,-63,-54,24
2020-04-14,AR_B,-82,-30,-75,-59,-57,25
2020-04-14,AR_L,-80,-33,-61,-64,-43,22
2020-04-14,AR_R,-85,-50,-79,-92,-52,27
2020-04-14,AR_T,-77,-27,-51,-52,-46,20
2020-04-14,AR_W,-76,-37,-67,-76,-39,18
2020-04-14,AR_Y,-76,-26,-64,-78,-39,19
2020-04-14,AT,-62,-16,-41,-62,-53,21
2020-04-14,AU,-37,-7,-35,-61,-42,19
2020-04-14,AU_ACT,-40,-1,-11,-61,-50,22
2020-04-14,AU_NSW,-38,-6,-34,-62,-46,20
2020-04-14,AU_NT,-21,-5,-10,-45,-19,12
2020-04-14,AU_QLD,-31,-2,-29,-58,-38,16
2020-04-14,AU_SA,-30,4,-24,-51,-34,15
2020-04-14,AU_TAS,-51,-25,-61,-59,-42,18
2020-04-14,AU_VIC,-42,-14,-42,-71,-47,22
2020-04-14,AU_WA,-30,-3,-27,-57,-35,16
2020-04-14,AW,-61,-20,-45,-66,-64,29
2020-04-14,BA,-65,-30,-32,-61,-48,18
2020-04-14,BB,-81,-76,-70,-84,-76,34
2020-04-14,BD,-75,-55,-32,-73,-66,27
2020-04-14,BE,-73,-11,-26,-70,-66,27
2020-04-14,BF,-26,-20,-15,-43,-17,18
2020-04-14,BG,-49,-16,-35,-52,-43,16
2020-04-14,BH,-35,-15,-35,-33,-24,16
2020-04-14,BJ,-19,-9,-4,-18,-15,10
2020-04-14,BO,-84,-73,-77,-82,-77,38
2020-04-14,BR,-56,-20,-54,-55,-39,18
2020-04-14,BS,-41,-9,-34,-81,-60,24
2020-04-14,BW,-64,-53,-26,-77,-67,39
2020-04-14,BY,-22,-7,-7,-26,-25,9
2020-04-14,BZ,-68,-44,-55,-80,-71,28
2020-04-14,CA,-50,-16,-11,-68,-60,24
2020-04-14,CA_AB,-46,-15,-30,-69,-53,23
2020-04-14,CA_BC,-44,-16,58,-60,-54,21
2020-04-14,CA_MB,-43,-10,-25,-60,-48,21
2020-04-14,CA_NB,-40,-21,15,-52,-56,20
2020-04-14,CA_NL,-49,-31,-36,-65,-60,20
2020-04-14,CA_NS,-49,-26,-15,-66,-60,21
2020-04-14,CA_NT,,,,-57,-44,
2020-04-14,CA_NU,,,,,-34,
2020-04-14,CA_ON,-52,-14,-31,-70,-63,25
2020-04-14,CA_PE,-48,-17,,,-54,19
2020-04-14,CA_QC,-54,-22,-23,-73,-66,27
2020-04-14,CA_SK,-44,-12,23,-53,-49,19
2020-04-14,CA_YT,,,,,-46,
2020-04-14,CH,-73,-4,11,-52,-47,21
2020-04-14,CH_AG,-67,6,68,-43,-41,19
2020-04-14,CH_AI,,,,,-25,
2020-04-14,CH_AR,,,,-40,-34,
2020-04-14,CH_BL,-66,14,,-40,-43,19
2020-04-14,CH_FR,-71,-7,,-50,-49,22
2020-04-14,CH_GE,-80,-20,-17,-73,-68,29
2020-04-14,CH_GL,,,,-14,-28,
2020-04-14,CH_GR,-79,-17,-39,-53,-38,15
2020-04-14,CH_JU,-76,3,,-41,-49,
2020-04-14,CH_LU,-67,2,-1,-47,-38,18
2020-04-14,CH_NE,-66,-7,,-49,-57,23
2020-04-14,CH_NW,,,,-46,-41,
2020-04-14,CH_OW,,,,-40,-36,
2020-04-14,CH_SG,-69,4,,-38,-35,17
2020-04-14,CH_SH,,,,-43,-38,
2020-04-14,CH_SO,-65,6,,-45,-38,18
2020-04-14,CH_SZ,-54,9,,-40,-34,17
2020-04-14,CH_TG,-68,7,,-41,-31,15
2020-04-14,CH_TI,-81,-20,-30,-64,-57,25
2020-04-14,CH_UR,,,,-58,-32,
2020-04-14,CH_VD,-77,-11,3,-59,-59,26
2020-04-14,CH_VS,-79,-21,-15,-46,-46,19
2020-04-14,CI,-29,-16,-21,-33,-23,16
2020-04-14,CL,-62,-38,-60,-59,-48,23
2020-04-14,CL_AI,-56,-31,-57,-77,-29,15
2020-04-14,CL_AN,-52,-39,-57,-51,-35,19
2020-04-14,CL_AP,-48,-8,-66,-46,-36,17
2020-04-14,CL_AT,-50,-34,-55,-55,-31,19
2020-04-14,CL_CO,-67,-47,-75,-52,-41,19
2020-04-14,CL_LI,-49,-33,-51,-47,-31,18
2020-04-14,CL_LL,-66,-47,-64,-61,-43,21
2020-04-14,CL_LR,-67,-47,-73,-62,-43,20
2020-04-14,CL_ML,-51,-35,-51,-49,-31,19
2020-04-14,CL_NB,-70,-57,-52,-83,-69,
2020-04-14,CL_TA,-62,-37,-67,-48,-39,21
2020-04-14,CL_VS,-62,-42,-66,-55,-42,20
2020-04-14,CM,-24,-19,-20,-24,-18,12
2020-04-14,CO,-77,-54,-69,-77,-69,33
2020-04-14,CO_AMA,,,-63,,-41,
2020-04-14,CO_ANT,-79,-55,-68,-80,-71,33
2020-04-14,CO_ARA,,-48,-59,-51,-54,
2020-04-14,CO_CAL,-78,-59,-67,-87,-66,29
2020-04-14,CO_CAS,-75,-60,-61,-70,-57,30
2020-04-14,CO_CAU,-75,-54,-63,-71,-59,26
2020-04-14,CO_CAU,-75,-52,-72,-72,-65,30
2020-04-14,CO_CES,-75,-55,-64,-79,-60,25
2020-04-14,CO_CUN,-71,-53,-64,-72,-63,36
2020-04-14,CO_GUV,,,-60,,-41,
2020-04-14,CO_HUI,-75,-53,-70,,-63,28
2020-04-14,CO_LAG,-68,-42,-57,-66,-52,23
2020-04-14,CO_MAG,-78,-62,-77,-84,-63,25
2020-04-14,CO_MET,-74,-54,-60,-65,-60,30
2020-04-14,CO_PUT,-69,-62,-62,,-48,
2020-04-14,CO_RIS,-78,-52,-73,-80,-71,31
2020-04-14,CO_SAN,-76,-51,-68,-75,-68,30
2020-04-14,CO_SUC,-74,-47,-60,-90,-55,23
2020-04-14,CO_TOL,-77,-55,-60,-79,-64,29
2020-04-14,CO_VAC,-75,-52,-72,-72,-65,30
2020-04-14,CO_VID,,,-35,,-22,
2020-04-14,CR,-46,-26,-53,-55,-41,19
2020-04-14,CV,-64,-51,-56,-84,-62,29
2020-04-14,CZ,-64,1,-39,-50,-41,18
2020-04-14,DE,-45,1,8,-52,-45,17
2020-04-14,DE_BB,-27,7,13,-43,-42,14
2020-04-14,DE_BE,-52,1,-21,-54,-54,19
2020-04-14,DE_BW,-44,1,21,-53,-47,18
2020-04-14,DE_BY,-57,0,-8,-58,-47,19
2020-04-14,DE_HB,-47,2,-13,-55,-47,16
2020-04-14,DE_HE,-44,-1,17,-62,-48,16
2020-04-14,DE_HH,-53,3,4,-57,-51,20
2020-04-14,DE_MV,-40,0,5,-41,-38,12
2020-04-14,DE_NI,-43,-2,8,-47,-44,16
2020-04-14,DE_NW,-42,2,29,-53,-47,16
2020-04-14,DE_RP,-38,2,20,-57,-46,16
2020-04-14,DE_SH,-39,3,15,-47,-45,15
2020-04-14,DE_SL,-42,-6,24,-60,-49,17
2020-04-14,DE_SN,-47,-2,27,-47,-42,15
2020-04-14,DE_ST,-31,0,17,-43,-33,11
2020-04-14,DE_TH,-32,-3,20,-40,-41,13
2020-04-14,DK,-15,4,65,-53,-49,16
2020-04-14,DO,-71,-51,-61,-81,-69,30
2020-04-14,EC,-77,-59,-73,-77,-79,36
2020-04-14,EE,-47,-21,-19,-50,-50,20
2020-04-14,EG,-55,-11,-32,-47,-31,14
2020-04-14,ES,-87,-41,-75,-79,-67,29
2020-04-14,ES_AN,-87,-49,-74,-80,-67,26
2020-04-14,ES_AS,-89,-42,-71,-67,-64,25
2020-04-14,ES_CB,-85,-32,-72,-73,-62,26
2020-04-14,ES_CE,-92,-53,-84,,-66,
2020-04-14,ES_CM,-84,-32,-71,-77,-62,25
2020-04-14,ES_CN,-89,-49,-85,-79,-67,25
2020-04-14,ES_CT,-87,-35,-75,-79,-70,32
2020-04-14,ES_EX,-86,-50,-61,-74,-61,22
2020-04-14,ES_GA,-85,-40,-61,-78,-62,27
2020-04-14,ES_IB,-85,-36,-74,-80,-63,28
2020-04-14,ES_MC,-85,-43,-74,-71,-60,26
2020-04-14,ES_MD,-91,-44,-84,-84,-77,35
2020-04-14,ES_ML,-85,-47,-79,-78,-65,
2020-04-14,ES_NC,-85,-25,-72,-80,-62,26
2020-04-14,ES_PV,-86,-25,-76,-74,-64,29
2020-04-14,ES_RI,-87,-28,-73,-78,-58,24
2020-04-14,ES_VC,-87,-37,-77,-81,-64,27
2020-04-14,FI,-45,-13,11,-58,-50,17
2020-04-14,FJ,-39,-24,-23,-52,-39,20
2020-04-14,FR,-79,-22,-59,-78,-70,31
2020-04-14,FR_ARA,-79,-24,-57,-79,-68,32
2020-04-14,FR_BFC,-77,-24,-47,-72,-64,28
2020-04-14,FR_BRE,-78,-22,-42,-74,-65,28
2020-04-14,FR_COR,-80,-32,-50,-73,-61,24
2020-04-14,FR_CVL,-77,-21,-55,-76,-67,29
2020-04-14,FR_GES,-78,-22,-51,-78,-68,29
2020-04-14,FR_HDF,-77,-21,-56,-79,-69,29
2020-04-14,FR_IDF,-82,-20,-82,-80,-79,37
2020-04-14,FR_NAQ,-77,-22,-51,-75,-64,28
2020-04-14,FR_NOR,-79,-19,-53,-78,-66,28
2020-04-14,FR_OCC,-77,-23,-45,-77,-69,29
2020-04-14,FR_PAC,-77,-26,-58,-74,-68,28
2020-04-14,FR_PDL,-78,-20,-48,-80,-68,31
2020-04-14,GA,-56,-46,-21,-65,-56,31
2020-04-14,GB,-71,-26,-10,-69,-70,27
2020-04-14,GE,-62,-34,-17,-55,-60,19
2020-04-14,GH,-46,-35,-28,-54,-46,25
2020-04-14,GR,-68,-3,-33,-65,-54,21
2020-04-14,GT,-58,-39,-47,-69,-50,28
2020-04-14,GW,,,,,-38,
2020-04-14,HK,-25,-1,-10,-32,-20,16
2020-04-14,HN,-74,-48,-51,-70,-64,25
2020-04-14,HR,-71,-41,-47,-76,-58,24
2020-04-14,HT,-33,-33,-17,-55,-35,11
2020-04-14,HU,-45,-12,-30,-54,-49,20
2020-04-14,ID,-34,-19,-29,-54,-36,16
2020-04-14,ID_AC,-20,-11,-19,-43,-22,9
2020-04-14,ID_BA,-44,-36,-57,-70,-43,19
2020-04-14,ID_BB,-35,-16,-25,-57,-28,13
2020-04-14,ID_BE,-27,-18,-26,-46,-30,12
2020-04-14,ID_BT,-34,-18,-24,-64,-38,20
2020-04-14,ID_GO,-30,-16,-19,-33,-33,16
2020-04-14,ID_JA,-27,-16,-25,-48,-27,11
2020-04-14,ID_JB,-33,-18,-28,-53,-38,18
2020-04-14,ID_JI,-26,-14,-29,-46,-31,14
2020-04-14,ID_JK,-55,-28,-53,-68,-51,24
2020-04-14,ID_JT,-23,-12,-23,-46,-31,14
2020-04-14,ID_KB,-40,-19,-21,-45,-29,12
2020-04-14,ID_KI,-34,-16,-28,-52,-29,14
2020-04-14,ID_KR,-37,-19,-28,-62,-22,14
2020-04-14,ID_KS,-28,-14,-24,-49,-28,12
2020-04-14,ID_KT,-30,-17,-31,-37,-25,10
2020-04-14,ID_KU,-35,-15,-28,-39,-26,12
2020-04-14,ID_LA,-23,-12,-21,-39,-33,11
2020-04-14,ID_MA,-43,-32,-20,-37,-33,14
2020-04-14,ID_MU,-28,-9,-18,-40,-24,12
2020-04-14,ID_NB,-37,-22,-36,-53,-30,14
2020-04-14,ID_NT,-39,-26,-25,-45,-28,14
2020-04-14,ID_PA,-39,-30,-25,-49,-29,14
2020-04-14,ID_PB,-37,-24,-34,-52,-28,14
2020-04-14,ID_RI,-30,-20,-10,-43,-25,11
2020-04-14,ID_SA,-46,-26,-24,-54,-35,17
2020-04-14,ID_SB,-36,-19,-40,-48,-35,13
2020-04-14,ID_SN,-41,-23,-22,-54,-38,16
2020-04-14,ID_SR,-34,-24,-44,-59,-33,14
2020-04-14,ID_SS,-29,-16,-15,-40,-30,12
2020-04-14,ID_ST,-34,-21,-3,-54,-27,13
2020-04-14,ID_SU,-37,-23,-35,-47,-31,15
2020-04-14,IE,-68,-20,-1,-71,-68,28
2020-04-14,IL,-83,-29,-63,-67,-78,35
2020-04-14,IN,-78,-55,-47,-69,-69,30
2020-04-14,IN_AN,-83,,-72,-77,-62,
2020-04-14,IN_AP,-78,-50,-43,-60,-58,27
2020-04-14,IN_AR,-70,-48,8,-58,-32,18
2020-04-14,IN_AS,-72,-58,-24,-66,-54,22
2020-04-14,IN_BR,-61,-38,-11,-62,-44,16
2020-04-14,IN_CH,-92,-82,-80,-87,-81,36
2020-04-14,IN_CT,-71,-45,-43,-70,-53,25
2020-04-14,IN_DD,-81,-63,-75,-70,-66,34
2020-04-14,IN_DL,-87,-71,-75,-85,-84,34
2020-04-14,IN_DN,-72,-57,-44,-71,-64,33
2020-04-14,IN_GA,-78,-61,-71,-63,-66,31
2020-04-14,IN_GJ,-82,-63,-62,-66,-74,35
2020-04-14,IN_HP,-63,-50,-22,-42,-56,18
2020-04-14,IN_HR,-75,-58,-51,-74,-73,30
2020-04-14,IN_JH,-68,-52,-29,-65,-51,23
2020-04-14,IN_JK,-6,33,,97,28,22
2020-04-14,IN_KA,-82,-53,-51,-64,-75,33
2020-04-14,IN_KL,-81,-58,-21,-57,-68,34
2020-04-14,IN_LD,,,-2,,-39,
2020-04-14,IN_MH,-83,-59,-65,-78,-78,37
2020-04-14,IN_ML,-76,-76,-24,-57,-53,24
2020-04-14,IN_MN,-67,-53,-15,-50,-44,16
2020-04-14,IN_MP,-76,-59,-54,-70,-63,27
2020-04-14,IN_MZ,-76,-49,-4,-44,-57,14
2020-04-14,IN_NL,-74,-72,-43,-69,-44,20
2020-04-14,IN_OR,-75,-56,-24,-67,-54,24
2020-04-14,IN_PB,-78,-61,-48,-72,-69,25
2020-04-14,IN_PY,-89,-67,-55,-60,-70,38
2020-04-14,IN_RJ,-74,-51,-57,-67,-62,25
2020-04-14,IN_SK,-69,-68,-40,-81,-39,17
2020-04-14,IN_TG,-84,-54,-53,-70,-73,33
2020-04-14,IN_TN,-83,-55,-29,-64,-74,36
2020-04-14,IN_TR,-66,-42,-14,-68,-55,23
2020-04-14,IN_UP,-70,-47,-33,-72,-61,24
2020-04-14,IN_UT,-70,-52,-50,-62,-57,24
2020-04-14,IN_WB,-69,-49,-46,-72,-64,27
2020-04-14,IQ,-57,-31,-37,-54,-48,18
2020-04-14,IT,-81,-41,-76,-77,-65,30
2020-04-14,IT_25,-83,-40,-74,-82,-68,34
2020-04-14,IT_34,-79,-33,-73,-76,-60,30
2020-04-14,IT_42,-78,-41,-74,-73,-62,28
2020-04-14,IT_45,-80,-33,-74,-74,-61,31
2020-04-14,IT_52,-79,-39,-76,-73,-64,31
2020-04-14,IT_55,-80,-39,-67,-68,-59,29
2020-04-14,IT_57,-82,-41,-81,-76,-67,33
2020-04-14,IT_62,-82,-45,-84,-82,-69,33
2020-04-14,IT_65,-83,-46,-80,-81,-66,30
2020-04-14,IT_67,-81,-49,-77,-73,-64,27
2020-04-14,IT_72,-84,-48,-79,-80,-68,29
2020-04-14,IT_75,-80,-44,-76,-80,-63,27
2020-04-14,IT_77,-80,-47,-60,-72,-63,26
2020-04-14,IT_78,-82,-50,-72,-80,-64,25
2020-04-14,IT_82,-81,-48,-75,-78,-63,26
2020-04-14,IT_88,-80,-43,-69,-72,-60,25
2020-04-14,JM,-34,-18,-44,-39,-39,18
2020-04-14,JO,-69,-41,-55,-87,-67,25
2020-04-14,JP,-23,5,10,-41,-20,12
2020-04-14,JP_01,-17,-1,3,-31,-9,6
2020-04-14,JP_02,-11,2,14,-22,-7,4
2020-04-14,JP_03,-9,2,21,-21,-4,4
2020-04-14,JP_04,-20,1,-3,-40,-13,9
2020-04-14,JP_05,-11,2,24,-26,-7,5
2020-04-14,JP_06,-16,-1,20,-42,-10,7
2020-04-14,JP_07,-12,3,5,-25,-6,6
2020-04-14,JP_08,-12,5,1,-41,-13,9
2020-04-14,JP_09,-16,4,3,-39,-11,8
2020-04-14,JP_10,-17,1,-1,-39,-12,9
2020-04-14,JP_11,-22,9,9,-46,-28,16
2020-04-14,JP_12,-23,9,21,-48,-30,17
2020-04-14,JP_13,-47,7,-2,-54,-44,23
2020-04-14,JP_14,-27,12,27,-46,-36,19
2020-04-14,JP_15,-12,2,11,-28,-7,5
2020-04-14,JP_16,-19,4,8,-34,-10,8
2020-04-14,JP_17,-22,3,4,-46,-14,9
2020-04-14,JP_18,-27,0,13,-34,-12,9
2020-04-14,JP_19,-16,3,-8,-39,-11,8
2020-04-14,JP_20,-17,2,0,-36,-9,7
2020-04-14,JP_21,-23,2,-5,-38,-14,9
2020-04-14,JP_22,-13,4,11,-36,-9,8
2020-04-14,JP_23,-23,2,6,-41,-16,11
2020-04-14,JP_24,-13,6,-16,-33,-8,7
2020-04-14,JP_25,-15,6,20,-37,-14,8
2020-04-14,JP_26,-24,5,1,-43,-18,10
2020-04-14,JP_27,-34,4,17,-44,-25,13
2020-04-14,JP_29,-14,9,7,-35,-17,9
2020-04-14,JP_30,-17,4,12,-33,-10,7
2020-04-14,JP_31,-12,8,16,-26,-6,5
2020-04-14,JP_32,-13,4,14,-19,-7,5
2020-04-14,JP_33,-12,4,27,-28,-6,5
2020-04-14,JP_34,-19,3,13,-32,-9,7
2020-04-14,JP_35,-15,2,21,-23,-9,6
2020-04-14,JP_36,-13,4,19,-26,-8,6
2020-04-14,JP_37,-16,4,7,-31,-8,6
2020-04-14,JP_38,-16,1,30,-25,-7,5
2020-04-14,JP_40,-25,-1,32,-48,-22,12
2020-04-14,JP_41,-10,0,1,-30,-8,6
2020-04-14,JP_42,-13,2,-7,-26,-7,5
2020-04-14,JP_43,-15,-1,8,-28,-10,7
2020-04-14,JP_45,-14,-1,1,-25,-6,5
2020-04-14,JP_46,-15,2,3,-26,-5,4
2020-04-14,JP_47,-27,-7,-27,-51,-16,11
2020-04-14,KE,-41,-33,-28,-39,-38,22
2020-04-14,KG,-73,-62,-32,-71,-67,24
2020-04-14,KH,-47,-34,-28,-64,-37,13
2020-04-14,KR,-4,9,51,-4,-3,2
2020-04-14,KW,-63,-39,-54,-55,-55,30
2020-04-14,KZ,-56,-35,-25,-46,-55,19
2020-04-14,LA,-59,-38,-11,-67,-61,17
2020-04-14,LB,-55,-27,-32,-71,-54,16
2020-04-14,LI,,,,-39,-38,
2020-04-14,LK,-86,-88,-49,-80,-77,44
2020-04-14,LT,-61,-24,-4,-59,-53,21
2020-04-14,LU,-76,-24,-34,-71,-73,32
2020-04-14,LV,-34,-18,-25,-50,-41,16
2020-04-14,LY,-45,-23,-28,-48,-33,15
2020-04-14,MD,-56,-37,-37,-61,-56,20
2020-04-14,MK,-57,-17,-28,-60,-54,21
2020-04-14,ML,-18,-17,-6,-32,-12,12
2020-04-14,MM,-73,-64,-22,-72,-68,28
2020-04-14,MN,-17,6,-12,-12,-4,4
2020-04-14,MT,-62,-31,-41,-51,-56,26
2020-04-14,MU,-80,-61,-76,-88,-83,35
2020-04-14,MX,-54,-19,-44,-57,-50,21
2020-04-14,MX_AGU,-53,-10,-31,-61,-50,22
2020-04-14,MX_BCN,-59,-14,-39,-60,-50,23
2020-04-14,MX_BCS,-68,-32,-65,-71,-60,26
2020-04-14,MX_CAM,-54,-28,-54,-59,-52,22
2020-04-14,MX_CHH,-52,-18,-39,-58,-50,21
2020-04-14,MX_CHP,-54,-20,-44,-51,-46,16
2020-04-14,MX_CMX,-63,-26,-54,-62,-59,25
2020-04-14,MX_COA,-55,-21,-51,-47,-53,22
2020-04-14,MX_COL,-48,-14,-38,-58,-38,16
2020-04-14,MX_DUR,-46,-20,-41,-46,-46,16
2020-04-14,MX_GRO,-54,-22,-43,-53,-48,16
2020-04-14,MX_GUA,-50,-14,-42,-49,-47,20
2020-04-14,MX_HID,-42,-17,-30,-53,-49,18
2020-04-14,MX_JAL,-51,-17,-41,-56,-47,19
2020-04-14,MX_MEX,-45,-8,-31,-54,-48,20
2020-04-14,MX_MIC,-44,-16,-28,-40,-39,14
2020-04-14,MX_MOR,-48,-18,-42,-47,-46,18
2020-04-14,MX_NAY,-59,-25,-55,-47,-50,19
2020-04-14,MX_OAX,-51,-26,-49,-48,-46,16
2020-04-14,MX_PUE,-52,-16,-34,-39,-52,19
2020-04-14,MX_QUE,-54,-16,-42,-36,-51,23
2020-04-14,MX_ROO,-73,-36,-71,-84,-62,30
2020-04-14,MX_SIN,-58,-25,-48,-59,-53,22
2020-04-14,MX_SON,-63,-33,-51,-57,-57,24
2020-04-14,MX_TAB,-57,-26,-46,-50,-51,20
2020-04-14,MX_TAM,-51,-18,-52,-48,-48,20
2020-04-14,MX_TLA,-42,-15,-33,-38,-49,18
2020-04-14,MX_VER,-47,-15,-39,-46,-43,15
2020-04-14,MX_ZAC,-50,-23,-46,-51,-49,18
2020-04-14,MY,-74,-44,-56,-78,-63,36
2020-04-14,MZ,-29,-24,-30,-32,-16,13
2020-04-14,NE,-20,-8,-21,-29,-20,13
2020-04-14,NG,-55,-43,-47,-55,-53,29
2020-04-14,NI,-30,-18,-21,-33,-29,12
2020-04-14,NL,-40,-10,16,-64,-49,18
2020-04-14,NO,-26,7,3,-52,-47,17
2020-04-14,NO_03,-41,7,7,-62,-63,24
2020-04-14,NO_11,-21,7,13,-51,-44,17
2020-04-14,NO_15,-28,2,-33,-37,-40,16
2020-04-14,NO_18,-24,12,13,-44,-38,12
2020-04-14,NO_30,-16,14,34,-56,-48,18
2020-04-14,NO_34,-24,6,-3,-46,-41,14
2020-04-14,NO_38,-17,9,27,-39,-43,15
2020-04-14,NO_42,-19,7,18,-31,-46,15
2020-04-14,NO_46,-32,-3,-30,-44,-46,18
2020-04-14,NO_50,-30,4,-22,-56,-49,18
2020-04-14,NO_54,-31,9,9,-51,-41,11
2020-04-14,NP,-77,-68,-52,-72,-71,24
2020-04-14,NZ,-89,-37,-77,-87,-74,34
2020-04-14,OM,-59,-43,-46,-70,-47,20
2020-04-14,PA,-76,-44,-68,-74,-73,38
2020-04-14,PE,-80,-56,-72,-83,-74,38
2020-04-14,PE_AMA,,,-60,-78,-44,
2020-04-14,PE_ANC,-77,-56,-61,-87,-65,31
2020-04-14,PE_ARE,-76,-53,-67,-68,-71,35
2020-04-14,PE_AYA,-71,-45,-65,-83,-60,32
2020-04-14,PE_CAJ,-75,-50,-65,-83,-61,31
2020-04-14,PE_HUV,,,-47,-74,-50,
2020-04-14,PE_ICA,-73,-41,-68,-86,-62,32
2020-04-14,PE_LAL,-80,-54,-68,-81,-69,34
2020-04-14,PE_LAM,-80,-62,-68,-88,-70,34
2020-04-14,PE_LOR,-76,-57,-64,-69,-59,31
2020-04-14,PE_MDD,-71,-63,-61,-72,-55,
2020-04-14,PE_MOQ,-73,-67,-73,-89,-61,
2020-04-14,PE_PAS,,,-51,,-49,
2020-04-14,PE_PIU,-74,-55,-65,-83,-65,31
2020-04-14,PE_PUN,-72,-65,-56,-75,-60,31
2020-04-14,PE_TAC,-79,-61,-70,-82,-68,35
2020-04-14,PE_TUM,-66,,-66,-86,-59,
2020-04-14,PE_UCA,-70,-37,-59,-87,-55,30
2020-04-14,PG,-9,2,-17,-32,-2,6
2020-04-14,PH,-76,-52,-48,-82,-73,35
2020-04-14,PK,-61,-45,-31,-53,-52,19
2020-04-14,PL,-59,-43,-54,-65,-48,21
2020-04-14,PR,-60,-26,-57,-74,-58,26
2020-04-14,PT,-68,-33,-61,-73,-62,31
2020-04-14,PT_20,-70,-37,-54,-80,-62,26
2020-04-14,PT_30,-75,-44,-72,-68,-69,33
2020-04-14,PY,-57,-37,-55,-68,-46,25
2020-04-14,QA,-51,-25,-37,-54,-37,23
2020-04-14,RE,-89,-79,-93,-83,-55,
2020-04-14,RO,-59,-26,-44,-62,-54,19
2020-04-14,RS,-58,-19,-49,-66,-58,21
2020-04-14,RW,-61,-58,-16,-74,-58,31
2020-04-14,SA,-73,-40,-64,-81,-63,29
2020-04-14,SE,-19,-6,32,-38,-31,11
2020-04-14,SG,-58,-14,-48,-65,-65,40
2020-04-14,SI,-73,-37,-53,-65,-53,25
2020-04-14,SK,-67,-12,-22,-56,-48,17
2020-04-14,SN,-40,-30,-26,-48,-33,17
2020-04-14,SV,-73,-49,-66,-68,-65,33
2020-04-14,TG,-31,-19,-17,-37,-20,17
2020-04-14,TH,-46,-17,-45,-61,-36,19
2020-04-14,TJ,-12,-10,-14,-18,12,-1
2020-04-14,TR,-58,-12,-39,-59,-49,20
2020-04-14,TT,-62,-24,-55,-72,-63,27
2020-04-14,TW,-11,3,-1,-20,8,3
2020-04-14,TZ,-20,-9,-12,-15,-19,7
2020-04-14,UG,-69,-58,-24,-72,-59,32
2020-04-14,US,-40,-16,-15,-50,-50,20
2020-04-14,US_AK,-32,-13,19,-49,-41,18
2020-04-14,US_AL,-30,-8,3,-27,-40,16
2020-04-14,US_AR,-25,-7,11,-21,-38,13
2020-04-14,US_AZ,-37,-17,-17,-38,-47,18
2020-04-14,US_CA,-43,-21,-25,-52,-52,22
2020-04-14,US_CO,-45,-23,-27,-57,-54,23
2020-04-14,US_CT,-39,-14,35,-50,-52,21
2020-04-14,US_DC,-62,-31,-58,-77,-69,28
2020-04-14,US_DE,-36,-17,7,-49,-48,20
2020-04-14,US_FL,-46,-23,-52,-56,-48,20
2020-04-14,US_GA,-34,-12,0,-48,-47,19
2020-04-14,US_HI,-54,-32,-71,-70,-50,24
2020-04-14,US_IA,-41,-7,19,-27,-41,18
2020-04-14,US_ID,-32,-10,55,-27,-43,16
2020-04-14,US_IL,-45,-18,-28,-54,-52,22
2020-04-14,US_IN,-37,-14,13,-25,-46,19
2020-04-14,US_KS,-37,-16,36,-26,-45,19
2020-04-14,US_KY,-34,-9,4,-31,-45,17
2020-04-14,US_LA,-35,-9,-18,-40,-43,17
2020-04-14,US_MA,-45,-20,25,-69,-59,24
2020-04-14,US_MD,-39,-20,15,-55,-55,24
2020-04-14,US_ME,-36,-10,48,-43,-45,16
2020-04-14,US_MI,-53,-24,-9,-55,-61,26
2020-04-14,US_MN,-45,-19,-18,-58,-49,23
2020-04-14,US_MO,-37,-13,10,-34,-46,18
2020-04-14,US_MS,-24,-6,-5,-22,-39,15
2020-04-14,US_MT,-38,-13,9,-35,-40,16
2020-04-14,US_NC,-33,-10,31,-42,-44,17
2020-04-14,US_ND,-44,-15,-20,-34,-36,19
2020-04-14,US_NE,-36,-14,10,-21,-40,18
2020-04-14,US_NH,-35,-15,54,-44,-48,20
2020-04-14,US_NJ,-58,-19,-12,-67,-61,27
2020-04-14,US_NM,-37,-11,-19,-30,-46,19
2020-04-14,US_NV,-44,-16,-34,-51,-53,20
2020-04-14,US_NY,-60,-19,-15,-68,-61,26
2020-04-14,US_OH,-38,-14,24,-29,-48,19
2020-04-14,US_OK,-33,-12,-10,-25,-42,18
2020-04-14,US_OR,-36,-12,42,-41,-48,17
2020-04-14,US_PA,-43,-18,1,-52,-52,21
2020-04-14,US_RI,-35,-13,63,-61,-51,20
2020-04-14,US_SC,-29,-6,-11,-27,-41,15
2020-04-14,US_SD,-40,-10,-1,-23,-37,18
2020-04-14,US_TN,-31,-8,-8,-30,-43,16
2020-04-14,US_TX,-36,-17,-26,-42,-47,21
2020-04-14,US_UT,-32,-11,41,-44,-48,19
2020-04-14,US_VA,-36,-14,24,-49,-49,20
2020-04-14,US_VT,-48,-25,27,-53,-55,21
2020-04-14,US_WA,-39,-14,37,-54,-56,22
2020-04-14,US_WI,-46,-19,3,-36,-45,21
2020-04-14,US_WV,-34,-13,-11,-29,-42,15
